J06-A-03;Ultramar;Huidige eigenaar;Ultramar;Spirit Energy
J06-A-04;Lasmo;Huidige eigenaar;Lasmo;Spirit Energy
J06-A-04;Lasmo;Boorgatstatus;Producing;Producing/Injecting
J06-A-05;Total;Boorgatstatus;Producing;Producing/Injecting
JIP-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
JLD-01;Phillips Petroleum;Boorgatstatus;Plugged and abandoned;Abandoned
JPE-01;Rijks Geologische Dienst;Boorgatstatus;Plugged and abandoned;Abandoned
JUT-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
K01-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
K01-02;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
K01-04;Total;Boorgatstatus;Plugged and abandoned;Suspended
K01-05;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K01-A-01-S1;Total;Boorgatstatus;-;Abandoned
K01-A-01-S2;Total;Boorgatstatus;Closed-in;Producing/Injecting
K01-A-02;Total;Boorgatstatus;Producing;Producing/Injecting
K01-A-03-S2;Total;Boorgatstatus;Completed to well;Producing/Injecting
K01-A-04-S2;Total;Boorgatstatus;Producing;Producing/Injecting
K02-01;ENGIE E&P Nederland B.V.NAM;Boorgatstatus;Plugged and abandoned;Abandoned
K02-A-01;ENGIE E&P Nederland B.V.;Boorgatstatus;Producing;Producing/Injecting
K02-A-02;ENGIE E&P Nederland B.V.;Boorgatstatus;Producing;Producing/Injecting
K02-A-03-S3;ENGIE E&P Nederland B.V.;Boorgatstatus;Plugged and abandoned;Abandoned
K02-A-04-S3;ENGIE E&P Nederland B.V.;Einddatum;02-01-2016;09-01-2016
K03-01;ENGIE E&P Nederland B.V.;Boorgatstatus;Plugged and abandoned;Abandoned
K03-02;ARCO;Boorgatstatus;Plugged and abandoned;Abandoned
K03-03;ENGIE E&P Nederland B.V.;Boorgatstatus;Plugged and abandoned;Abandoned
K03-04;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K04-01;Tenneco;Huidige eigenaar;Tenneco;Total E&P Nederland B.V.
K04-01-S1;Tenneco;Huidige eigenaar;Tenneco;Total E&P Nederland B.V.Total E&P Nederland B.V.
K04-01-S1;Tenneco;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
K04-01-S2;Tenneco;Huidige eigenaar;Tenneco;Total E&P Nederland B.V.
K04-01-S2;Tenneco;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
K04-01-S3;Tenneco;Huidige eigenaar;Tenneco;Total E&P Nederland B.V.
K04-01-S3;Tenneco;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
K04-01-S4;Tenneco;Huidige eigenaar;Tenneco;Total E&P Nederland B.V.
K04-01-S4;Tenneco;Boorgatstatus;Closed-in;Suspended
K04-02;Tenneco;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
K04-02-S1;Tenneco;Boorgatstatus;Plugged and abandoned;Abandoned
K04-03;Wintershall;Boorgatstatus;Plugged and abandoned;Suspended
K04-04;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K04-05;Total;Boorgatstatus;Plugged and abandoned;Abandoned
K04-08-S1;Total;Boorgatstatus;Plugged back;Abandoned
K04-08-S2;Total;Boorgatstatus;Plugged back;Abandoned
K04-08-S4;Total;Boorgatstatus;Producing;Producing/Injecting
K04-09;Total;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
K04-09-S1;Total;Boorgatstatus;Plugged and abandoned;Abandoned
K04-09B;Total;Boorgatstatus;Unknown;Technisch mislukt en sidetracked
K04-09B-S1;Total;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
K04-09B-S2;Total;Boorgatstatus;Producing;Closed-in
K04-10-S1;Total;Boorgatstatus;Plugged back;Abandoned
K04-10-S2;Total;Boorgatstatus;Producing;Producing/Injecting
K04-11;Total;Boorgatstatus;Plugged and abandoned;Suspended
K04-A-01-S1;Total;Boorgatstatus;Producing;Producing/Injecting
K04-A-04-S1;Total;Boorgatstatus;Plugged back;Abandoned
K04-A-04-S2;Total;Boorgatstatus;Producing;Producing/Injecting
K04-A-05;Total;Boorgatstatus;Plugged back and sidetracked;Technisch mislukt en sidetracked
K04-A-05-S1;Total;Boorgatstatus;Plugged back;Abandoned
K04-A-05-S2;Total;Boorgatstatus;Producing;Producing/Injecting
K04-A-06;Total;Boorgatstatus;Producing;Producing/Injecting
K04-BE-02;Total;Boorgatstatus;Producing;Producing/Injecting
K04-BE-03;Total;Boorgatstatus;Producing;Producing/Injecting
K04-BE-04;Total;Boorgatstatus;Producing;Producing/Injecting
K04-D-01;Total;Boorgatstatus;Producing;Producing/Injecting
K04-Z-01;Total;Boorgatstatus;-;Producing/Injecting
K04-Z-02;Total;Boorgatstatus;-;Producing/Injecting
K05-01;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K05-02;NAM;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
K05-02-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
K05-04;Total;Boorgatstatus;Plugged and abandoned;Abandoned
K05-13;Total;Boorgatstatus;Plugged and abandoned;Abandoned
K05-A-01;Total;Boorgatstatus;Producing;Producing/Injecting
K05-A-02;Total;Boorgatstatus;Producing;Producing/Injecting
K05-A-04-S1;Total;Boorgatstatus;Plugged back;Abandoned
K05-A-04-S2;Total;Boorgatstatus;Producing;Producing/Injecting
K05-B-01;Total;Boorgatstatus;Producing;Producing/Injecting
K05-B-02;Total;Boorgatstatus;Producing;Producing/Injecting
K05-B-03-S1;Total;Boorgatstatus;-;Producing/Injecting
K05-CU-02-S2;Total;Boorgatstatus;Producing;Producing/Injecting
K05-CU-03;Total;Boorgatstatus;Producing;Producing/Injecting
K05-CU-04;Total;Boorgatstatus;-;Closed-in
K05-D-01-S1;Total;Boorgatstatus;Producing;Producing/Injecting
K05-D-02-S1;Total;Boorgatstatus;Producing;Producing/Injecting
K05-D-03;Total;Veld Code;K05-Es;K05-E
K05-D-04;Total;Boorgatstatus;Producing;Producing/Injecting
K05-ENC-01;Total;Veld Code;K05-En;K05-E
K05-ENC-02-S1;Total;Boorgatstatus;Plugged back;Abandoned
K05-ENC-02-S2;Total;Boorgatstatus;Producing;Producing/Injecting
K05-ENC-04;Total;Veld Code;K05-En;K05-E
K05-ENC-04-S1;Total;Veld Code;K05-En;K05-E
K05-ENC-04-S2;Total;Veld Code;K05-En;K05-E
K05-ENC-04-S2;Total;Boorgatstatus;Producing;Producing/Injecting
K05-ENC-05-S1;Total;Boorgatstatus;Producing;Producing/Injecting
K06-01;Total;Boorgatstatus;Plugged and abandoned;Abandoned
K06-02;Total;Boorgatstatus;Plugged and abandoned;Abandoned
K06-C-01;Total;Boorgatstatus;Producing;Producing/Injecting
K06-C-02;Total;Boorgatstatus;Producing;Producing/Injecting
K06-D-01;Total;Boorgatstatus;Producing;Producing/Injecting
K06-D-02;Total;Boorgatstatus;Producing;Producing/Injecting
K06-DN-01;Total;Boorgatstatus;Producing;Producing/Injecting
K06-DN-02;Total;Boorgatstatus;Producing;Producing/Injecting
K06-DN-03;Total;Boorgatstatus;Plugged back and sidetracked;Technisch mislukt en sidetracked
K06-DN-03-S1;Total;Boorgatstatus;Producing;Producing/Injecting
K06-DN-04-S1;Total;Boorgatstatus;Plugged back;Abandoned
K06-DN-04-S3;Total;Boorgatstatus;Producing;Producing/Injecting
K06-DN-05-S4;Total;Boorgatstatus;Producing;Producing/Injecting
K06-GT-01;Total;Boorgatstatus;Producing;Producing/Injecting
K06-GT-02;Total;Boorgatstatus;Producing;Producing/Injecting
K06-GT-04-S1;Total;Boorgatstatus;Producing;Producing/Injecting
K06-GT-05;Total;Boorgatstatus;Producing;Producing/Injecting
K06-GT-06;Total;Boorgatstatus;Producing;Producing/Injecting
K07-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
K07-02;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
K07-03;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
K07-04;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
K07-05;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
K07-07;NAM;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
K07-07-S1;NAM;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
K07-07-S2;NAM;Boorgatstatus;Plugged back;Abandoned
K07-07-S3;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
K07-08;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
K07-12;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
K07-FA-101-S1;NAM;Boorgatstatus;Producing;Producing/Injecting
K07-FA-105;NAM;Boorgatstatus;Producing;Producing/Injecting
K07-FA-106-S2;NAM;Boorgatstatus;Producing;Producing/Injecting
K07-FB-101;NAM;Boorgatstatus;Producing;Producing/Injecting
K07-FB-102-S1;NAM;Boorgatstatus;Plugged and abandoned;Suspended
K07-FD-101-S1;NAM;Boorgatstatus;Producing;Producing/Injecting
K08-01;NAM;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
K08-01-S1;NAM;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
K08-01-S2;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
K08-02;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
K08-03;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
K08-05;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
K08-06;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
K08-07;NAM;Boorgatstatus;Closed-in;Suspended
K08-08;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
K08-09;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
K08-11;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
K08-13-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
K08-14;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
K08-15;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
K08-FA-101-S1;NAM;Boorgatstatus;Plugged back;Abandoned
K08-FA-101-S3;NAM;Boorgatstatus;Producing;Producing/Injecting
K08-FA-102;NAM;Boorgatstatus;Water injecting;Producing/Injecting
K08-FA-104;NAM;Boorgatstatus;Producing;Producing/Injecting
K08-FA-106;NAM;Boorgatstatus;Producing;Producing/Injecting
K08-FA-108;NAM;Boorgatstatus;Producing;Producing/Injecting
K08-FA-109;NAM;Boorgatstatus;Producing;Producing/Injecting
K08-FA-110;NAM;Boorgatstatus;Producing;Producing/Injecting
K08-FA-201;NAM;Boorgatstatus;Producing;Plugged back and sidetracked
K08-FA-201-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
K08-FA-201-S2;NAM;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
K08-FA-201-S3;NAM;Boorgatstatus;Producing;Producing/Injecting
K08-FA-202;NAM;Boorgatstatus;Producing;Producing/Injecting
K08-FA-203;NAM;Boorgatstatus;Producing;Producing/Injecting
K08-FA-204;NAM;Boorgatstatus;Producing;Producing/Injecting
K08-FA-205;NAM;Boorgatstatus;Producing;Producing/Injecting
K08-FA-206;NAM;Boorgatstatus;Producing;Producing/Injecting
K08-FA-301-S1;NAM;Boorgatstatus;Plugged back;Abandoned
K08-FA-301-S2;NAM;Boorgatstatus;Plugged back;Abandoned
K08-FA-301-S3;NAM;Boorgatstatus;Producing;Producing/Injecting
K08-FA-302;NAM;Boorgatstatus;Producing;Producing/Injecting
K08-FA-305;NAM;Boorgatstatus;Producing;Producing/Injecting
K08-FA-306;NAM;Boorgatstatus;Producing;Producing/Injecting
K08-FA-307;NAM;Boorgatstatus;-;Suspended
K08-FA-308;NAM;Boorgatstatus;-;Technisch mislukt en sidetracked
K08-FA-308-S1;NAM;Boorgatstatus;-;Abandoned
K08-FA-308-S2;NAM;Boorgatstatus;-;Producing/Injecting
K09-01;ENGIE E&P Nederland B.V.;Boorgatstatus;Plugged and abandoned;Abandoned
K09-02;ENGIE E&P Nederland B.V.;Boorgatstatus;Plugged and abandoned;Abandoned
K09-03;ENGIE E&P Nederland B.V.;Boorgatstatus;Plugged and abandoned;Abandoned
K09-06;ENGIE E&P Nederland B.V.;Boorgatstatus;Plugged and abandoned;Abandoned
K09-07;ENGIE E&P Nederland B.V.;Boorgatstatus;Plugged and abandoned;Abandoned
K09-10;ENGIE E&P Nederland B.V.;Boorgatstatus;Plugged and abandoned;Abandoned
K09-11;ENGIE E&P Nederland B.V.;Boorgatstatus;Plugged back and sidetracked;Abandoned
K09-11-S1;ENGIE E&P Nederland B.V.;Boorgatstatus;Plugged and abandoned;Abandoned
K09AB-A-02;ENGIE E&P Nederland B.V.;Boorgatstatus;Producing;Producing/Injecting
K09AB-A-03;ENGIE E&P Nederland B.V.;Boorgatstatus;Producing;Producing/Injecting
K09AB-AG-01;ENGIE E&P Nederland B.V.;Boorgatstatus;Producing;Producing/Injecting
K09AB-B-03-S2;ENGIE E&P Nederland B.V.;Boorgatstatus;Plugged back;Abandoned
K09AB-B-03-S3;ENGIE E&P Nederland B.V.;Boorgatstatus;Plugged back;Abandoned
K09AB-B-03-S4;ENGIE E&P Nederland B.V.;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
K09AB-B-03-S5;ENGIE E&P Nederland B.V.;Boorgatstatus;Plugged back;Abandoned
K09AB-B-04;ENGIE E&P Nederland B.V.;Boorgatstatus;Producing;Producing/Injecting
K09AB-B-06;ENGIE E&P Nederland B.V.;Boorgatstatus;Producing;Producing/Injecting
K09C-A-02;ENGIE E&P Nederland B.V.;Boorgatstatus;Water injecting;Producing/Injecting
K09C-A-03;ENGIE E&P Nederland B.V.;Boorgatstatus;Plugged and abandoned;Abandoned
K09C-A-04;ENGIE E&P Nederland B.V.;Boorgatstatus;Producing;Producing/Injecting
K09C-A-05;ENGIE E&P Nederland B.V.;Boorgatstatus;Producing;Producing/Injecting
K10-01;TAQA;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
K10-01-S1;TAQA;Boorgatstatus;Plugged and abandoned;Abandoned
K10-02;TAQA;Boorgatstatus;Plugged and abandoned;Abandoned
K10-03;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
K10-07;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K10-08;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K10-10;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K10-11;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K10-12;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K10-14;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K10-15;Wintershall;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
K10-15-S1;Wintershall;Boorgatstatus;Plugged back;Abandoned
K10-15-S2;Wintershall;Boorgatstatus;Plugged back and sidetracked;Abandoned
K10-15-S3;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K10-16;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K10-17;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K10-A-01;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K10-B-01;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K10-B-02;Wintershall;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
K10-B-02-S1;Wintershall;Boorgatstatus;Plugged back and sidetracked;Abandoned
K10-B-02-S2;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K10-B-03;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K10-B-04;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K10-B-05;Wintershall;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
K10-B-05-S1;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K10-B-06;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K10-B-07;Wintershall;Boorgatstatus;Plugged back and sidetracked;Abandoned
K10-B-07-S1;Wintershall;Boorgatstatus;Plugged back;Abandoned
K10-B-07-S2;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K10-B-08;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K10-B-09;Wintershall;Boorgatstatus;Plugged back and sidetracked;Abandoned
K10-B-09-S1;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K10-B-10-S1;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K10-C-01;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K10-C-02;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K10-C-03;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K10-C-04;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K10-V-01;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K10-V-02;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K11-01;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
K11-02;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
K11-03;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
K11-04;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
K11-05;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
K11-06;NAM;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
K11-06-S1;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
K11-07;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
K11-08;ENGIE E&P Nederland B.V.;Boorgatstatus;Plugged and abandoned;Abandoned
K11-09;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
K11-10;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
K11-13;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
K11-14;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
K11-15;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
K11-B-01-S1;ENGIE E&P Nederland B.V.;Boorgatstatus;Plugged and abandoned;Abandoned
K11-B-02;ENGIE E&P Nederland B.V.;Boorgatstatus;Plugged back and sidetracked;Technisch mislukt en sidetracked
K11-B-02-S1;ENGIE E&P Nederland B.V.;Boorgatstatus;Plugged and abandoned;Abandoned
K11-B-03-S1;ENGIE E&P Nederland B.V.;Boorgatstatus;Plugged back and sidetracked;Abandoned
K11-B-03-S2;ENGIE E&P Nederland B.V.;Boorgatstatus;Plugged and abandoned;Abandoned
K11-B-04;ENGIE E&P Nederland B.V.;Boorgatstatus;Plugged and abandoned;Abandoned
K11-FA-101;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
K11-FA-102;NAM;Boorgatstatus;Plugged back and sidetracked;Abandoned
K11-FA-102-S1;NAM;Boorgatstatus;Plugged back;Abandoned
K11-FA-102-S2;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
K11-FA-103;NAM;Boorgatstatus;Plugged and abandoned;Abandoned
K12-01;RFD;Boorgatstatus;Plugged and abandoned;Abandoned
K12-02;ENGIE E&P Nederland B.V.;Boorgatstatus;Closed-in;Abandoned
K12-03;ENGIE E&P Nederland B.V.;Boorgatstatus;Closed-in;Abandoned
K12-04;ENGIE E&P Nederland B.V.;Boorgatstatus;Plugged and abandoned;Abandoned
K12-05;ENGIE E&P Nederland B.V.;Boorgatstatus;Plugged and abandoned;Abandoned
K12-05-S1;ENGIE E&P Nederland B.V.;Boorgatstatus;Plugged and abandoned;Abandoned
K12-10;ENGIE E&P Nederland B.V.;Boorgatstatus;Plugged and abandoned;Abandoned
K12-12;ENGIE E&P Nederland B.V.;Boorgatstatus;Plugged and abandoned;Abandoned
K12-15-S1;ENGIE E&P Nederland B.V.;Boorgatstatus;Plugged back;Abandoned
K12-18-S2;ENGIE E&P Nederland B.V.;Boorgatstatus;Plugged back;Abandoned
K12-18-S4;ENGIE E&P Nederland B.V.;Boorgatstatus;Producing;Producing/Injecting
K12-19;ENGIE E&P Nederland B.V.;Boorgatstatus;-;Technisch mislukt en sidetracked
K12-19-S1;ENGIE E&P Nederland B.V.;Boorgatstatus;-;Producing/Injecting
K12-A-01;ENGIE E&P Nederland B.V.;Boorgatstatus;Plugged and abandoned;Abandoned
K12-A-02;ENGIE E&P Nederland B.V.;Boorgatstatus;Plugged and abandoned;Abandoned
K12-A-03;ENGIE E&P Nederland B.V.;Boorgatstatus;Plugged and abandoned;Abandoned
K12-A-03-S1;ENGIE E&P Nederland B.V.;Boorgatstatus;Plugged and abandoned;Abandoned
K12-A-04;ENGIE E&P Nederland B.V.;Boorgatstatus;Plugged and abandoned;Abandoned
K12-A-05;ENGIE E&P Nederland B.V.;Boorgatstatus;Plugged and abandoned;Abandoned
K12-A-06;ENGIE E&P Nederland B.V.;Boorgatstatus;Plugged and abandoned;Abandoned
K12-B-02;ENGIE E&P Nederland B.V.;Boorgatstatus;Producing;Producing/Injecting
K12-B-03-S1;ENGIE E&P Nederland B.V.;Boorgatstatus;Technisch mislukt en sidetracked;Abandoned
K12-B-03-S2;ENGIE E&P Nederland B.V.;Boorgatstatus;Plugged back;Abandoned
K12-B-05;ENGIE E&P Nederland B.V.;Boorgatstatus;Producing;Producing/Injecting
K12-B-06;ENGIE E&P Nederland B.V.;Boorgatstatus;Injecting;Producing/Injecting
K12-B-07-S1;ENGIE E&P Nederland B.V.;Boorgatstatus;Producing;Producing/Injecting
K12-B-08;ENGIE E&P Nederland B.V.;Boorgatstatus;Plugged back and sidetracked;Technisch mislukt en sidetracked
K12-B-09-S1;ENGIE E&P Nederland B.V.;Boorgatstatus;Producing;Producing/Injecting
K12-B-10;ENGIE E&P Nederland B.V.;Boorgatstatus;-;Producing/Injecting
K12-B-11;ENGIE E&P Nederland B.V.;Boorgatstatus;-;Producing/Injecting
K12-C-02;ENGIE E&P Nederland B.V.;Boorgatstatus;Plugged back and sidetracked;Abandoned
K12-C-02-S1;ENGIE E&P Nederland B.V.;Boorgatstatus;Plugged back;Abandoned
K12-D-01;ENGIE E&P Nederland B.V.;Boorgatstatus;Producing;Producing/Injecting
K12-D-02-S1;ENGIE E&P Nederland B.V.;Boorgatstatus;Producing;Producing/Injecting
K12-D-03;ENGIE E&P Nederland B.V.;Boorgatstatus;Producing;Producing/Injecting
K12-D-04;ENGIE E&P Nederland B.V.;Boorgatstatus;Suspended;Abandoned
K12-D-05;ENGIE E&P Nederland B.V.;Boorgatstatus;-;Producing/Injecting
K12-E-01;ENGIE E&P Nederland B.V.;Boorgatstatus;Plugged and abandoned;Abandoned
K12-E-02;ENGIE E&P Nederland B.V.;Boorgatstatus;Plugged and abandoned;Abandoned
K12-G-01;ENGIE E&P Nederland B.V.;Boorgatstatus;Producing;Producing/Injecting
K12-G-02;ENGIE E&P Nederland B.V.;Boorgatstatus;Producing;Producing/Injecting
K12-G-03;ENGIE E&P Nederland B.V.;Boorgatstatus;Producing;Producing/Injecting
K12-G-04;ENGIE E&P Nederland B.V.;Boorgatstatus;Producing;Producing/Injecting
K12-G-06;ENGIE E&P Nederland B.V.;Boorgatstatus;Producing;Producing/Injecting
K12-G-07;ENGIE E&P Nederland B.V.;Boorgatstatus;Producing;Producing/Injecting
K12-G-08-S1;ENGIE E&P Nederland B.V.;Boorgatstatus;Producing;Producing/Injecting
K12-G-09;ENGIE E&P Nederland B.V.;Boorgatstatus;Producing;Producing/Injecting
K12-S-01;ENGIE E&P Nederland B.V.;Boorgatstatus;Plugged and abandoned;Abandoned
K12-S-03;ENGIE E&P Nederland B.V.;Boorgatstatus;Producing;Producing/Injecting
K13-01;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K13-02;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K13-03;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K13-05;Wintershall;Boorgatstatus;Plugged back and sidetracked;Abandoned
K13-06;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K13-10;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K13-11;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K13-12;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K13-14;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K13-A-01;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K13-A-02;Wintershall;Boorgatstatus;Plugged back and sidetracked;Abandoned
K13-A-02-S1;Wintershall;Boorgatstatus;Plugged back and sidetracked;Abandoned
K13-A-02-S2;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K13-A-03-S1;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K13-A-04;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K13-A-05-S1;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K13-A-06-S1;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K13-A-07-S1;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K13-A-08;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K13-A-09;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K13-A-10;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K13-B-01;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K13-B-02;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K13-B-03;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K13-CF-01;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K13-CF-01-S1;Wintershall;Boorgatstatus;Unknown;Abandoned
K13-CF-02;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
K13-CF-03;Wintershall;Boorgatstatus;Plugged and abandoned;Abandoned
